"sentence","startTime","endTime","speaker_id","speaker_name"
"Either talking it through with the client in a call so they can see with you or if you already have settings and policies, you understand the business, you're tuning those policies and you don't have to sort of decide in one place and do in another kind of a single surface.","28:40","28:57",0,"Steve Simpson"
"Got it, got it.","28:57","28:58",2,"Levi Morehouse"
"Interesting.","28:59","28:59",2,"Levi Morehouse"
"That makes.","29:00","29:01",2,"Levi Morehouse"
"I'd have to see what that looks like.","29:05","29:07",2,"Levi Morehouse"
"Just the number of places you just do things starts to become a sprawl as well, you know, so having like a snapshot of what's happened but knowing I do this here is.","29:11","29:21",2,"Levi Morehouse"
"Is nice.","29:21","29:22",2,"Levi Morehouse"
"The things like a keeper to your point that are starting to say do everything here, they're not quite there.","29:22","29:27",2,"Levi Morehouse"
"Like okay that's interesting but that's where you can do journal entries, you can code your transaction.","29:27","29:33",2,"Levi Morehouse"
"You know, like it's.","29:33","29:34",2,"Levi Morehouse"
"It's like you have to really if you're gonna go single pane of glass or place to do something you got to really do a lot of the things in.","29:34","29:41",2,"Levi Morehouse"
"So anyway, I would just be thoughtful about that, about adding a place to take an action.","29:42","29:46",2,"Levi Morehouse"
"You know, I may start with showing what actions you may want to take and let them do that still in the systems.","29:47","29:53",2,"Levi Morehouse"
"And then, you know, maybe figure out what.","29:53","29:55",2,"Levi Morehouse"
"What are the things that are most useful to just do right then and there.","29:55","29:58",2,"Levi Morehouse"
"So again, haven't thought about it that way.","29:58","29:59",2,"Levi Morehouse"
"It's a good.","29:59","30:00",2,"Levi Morehouse"
"It's a cool perspective.","30:00","30:00",2,"Levi Morehouse"
"I just.","30:00","30:01",0,"Steve Simpson"
"I don't have enough of an opinion at this point.","30:01","30:03",2,"Levi Morehouse"
"Yeah.","30:03","30:04",0,"Steve Simpson"
"And I know we're running out of time.","30:09","30:10",0,"Steve Simpson"
"I'm trying to not be just one more pain.","30:11","30:13",0,"Steve Simpson"
"And if there's already reports, you can pull in QuickBooks.","30:14","30:17",0,"Steve Simpson"
"I'd rather not be analytics.","30:17","30:18",0,"Steve Simpson"
"I'd rather be action.","30:18","30:20",0,"Steve Simpson"
"So a real painkiller rather than observation on pain.","30:20","30:23",0,"Steve Simpson"
"I've already gone through in my other tools.","30:23","30:25",0,"Steve Simpson"
"But you're right, it is a lot more responsibility to be the actor, not just the observer.","30:26","30:31",0,"Steve Simpson"
"And this is good pushback.","30:32","30:34",0,"Steve Simpson"
"I think there's a lot of value in being the observer and the summarizer.","30:35","30:38",2,"Levi Morehouse"
"I think, like, that's what a client are looking for in.","30:38","30:40",2,"Levi Morehouse"
"From the advisory standpoint, like in the actions piece.","30:40","30:44",2,"Levi Morehouse"
"Like, is.","30:44","30:45",2,"Levi Morehouse"
"Sometimes that just gets really hard and messy.","30:45","30:48",2,"Levi Morehouse"
"A lot of.","30:49","30:49",2,"Levi Morehouse"
"Yes.","30:49","30:50",2,"Levi Morehouse"
"It's just.","30:50","30:50",2,"Levi Morehouse"
"There's not so much we can do that's like.","30:50","30:52",2,"Levi Morehouse"
"That's like the business.","30:52","30:52",2,"Levi Morehouse"
"Can I tell this vendor?","30:53","30:54",2,"Levi Morehouse"
"No, you got to do it later.","30:54","30:55",2,"Levi Morehouse"
"Can I call this customer and get them to pay tomorrow?","30:55","30:58",2,"Levi Morehouse"
"Like, the automated things are nice, but they really don't move.","30:58","31:01",2,"Levi Morehouse"
"What actually has to happen, like this is still accounting and finance forecasting, but it's not operating the business.","31:01","31:07",2,"Levi Morehouse"
"So that may be worth.","31:07","31:13",2,"Levi Morehouse"
"And I got to jump.","31:13","31:14",2,"Levi Morehouse"
"I got a call coming in that I need to jump to, but anyway, Steve, good catching up.","31:14","31:16",2,"Levi Morehouse"
"You guys want to keep going, go for it.","31:16","31:17",2,"Levi Morehouse"
"We'll be in touch.","31:18","31:19",2,"Levi Morehouse"
"I really appreciate it.","31:21","31:22",0,"Steve Simpson"
"I'm not sure what would be steps to get the recording and the transcripts, but it seems like you have an automated service for that.","31:22","31:29",0,"Steve Simpson"
"Yeah, I'll share over there a video recording and I can share over the transcript recording too, which basically be the same.","31:30","31:37",1,"Matt Yonkman"
"I did share the spreadsheet were looking at, so you can have that for reference as well.","31:37","31:41",1,"Matt Yonkman"
"But yeah, I guess let us know.","31:41","31:44",1,"Matt Yonkman"
"A lot of interesting points from both of you.","31:45","31:47",1,"Matt Yonkman"
"So I'm not sure what the next direction is, but happy to talk more if you want to bounce things later.","31:47","31:53",1,"Matt Yonkman"
"Yeah, I mean, you know, apologize.","31:53","31:56",0,"Steve Simpson"
"Didn't really get a chance to know you or get your perspective.","31:56","32:00",0,"Steve Simpson"
"But I would.","32:00","32:02",0,"Steve Simpson"
"Yeah, I continue to love to learn from you as well.","32:02","32:04",0,"Steve Simpson"
"Any initial thoughts on that?","32:04","32:07",0,"Steve Simpson"
"You know, observe and forecasting more than actually doing, kind of bringing it all together into one service.","32:07","32:15",0,"Steve Simpson"
"Any perspective there?","32:15","32:16",0,"Steve Simpson"
"I feel like there's maybe a difference in responsibility between the person that raises the flag on a potential upcoming issue and the person that takes the action and their level of competency between the two.","32:21","32:39",1,"Matt Yonkman"
"Like, we're often hired on to advise on things that they're not strong in, but they may need to go take the action, do the thing.","32:39","32:47",1,"Matt Yonkman"
"So there's a disconnect between who's using the software and who's taking the next step based on what.","32:47","32:52",1,"Matt Yonkman"
"What kind of the software shows, if that makes sense.","32:53","32:56",1,"Matt Yonkman"
"Yeah.","32:57","32:57",0,"Steve Simpson"
"So can I clarify that a little bit?","32:58","33:00",0,"Steve Simpson"
"You're brought in mainly in an advisory role and they have internal finance people who are, you know, actually doing the books, paying bills, that kind of stuff.","33:00","33:10",0,"Steve Simpson"
"So in our situation, a lot of times we are, they're outsourced accounting.","33:11","33:15",1,"Matt Yonkman"
"They have a, they sometimes have a CFO person and then that person's just very high level and that's.","33:16","33:22",1,"Matt Yonkman"
"They might be the one taking the action.","33:23","33:24",1,"Matt Yonkman"
"A lot of cases like moving money or changing investment vehicles or whatever, or it's us paired with just a general operations team or they have a development team which is like sales basically for nonprofits.","33:24","33:40",1,"Matt Yonkman"
"And that person might be the one that picks up the phone calls, the person that said they're going to give money and typically not us.","33:41","33:49",1,"Matt Yonkman"
"So there's like a disconnect there between who.","33:49","33:52",1,"Matt Yonkman"
"The.","33:52","33:52",1,"Matt Yonkman"
"Who is actually going to make contact versus who's just raising the flag that something is amiss.","33:52","33:57",1,"Matt Yonkman"
"So.","34:00","34:00",0,"Steve Simpson"
"And your team specializes within the nonprofit space.","34:00","34:04",0,"Steve Simpson"
"And that's why every time you try to do like outreach to get paid, it's actually probably more of a human relationship.","34:04","34:12",0,"Steve Simpson"
"Yeah, exactly.","34:12","34:13",1,"Matt Yonkman"
"You can't just submit an invoice and send a reminder.","34:13","34:17",0,"Steve Simpson"
"Correct?","34:17","34:18",1,"Matt Yonkman"
"Yeah.","34:18","34:18",1,"Matt Yonkman"
"Like they're nurturing a relationship for a donor that's giving a million dollars.","34:18","34:24",1,"Matt Yonkman"
"Like they don't want to hear from us, they want to hear from that person.","34:24","34:26",1,"Matt Yonkman"
"Right, right.","34:27","34:28",0,"Steve Simpson"
"If my core client base wouldn't be in the nonprofit space, but in the for profit space.","34:30","34:36",0,"Steve Simpson"
"How much of what I had described that there's a, you know, originally targeting professional services, IT consulting agencies, that kind of stuff.","34:37","34:50",0,"Steve Simpson"
"An owner who does kind of want.","34:50","34:52",0,"Steve Simpson"
"And so this is me sourcing my other Casper and friends.","34:53","34:57",0,"Steve Simpson"
"And they are actually the ones kind of talking the owner through who to pay, who to call.","34:57","35:01",0,"Steve Simpson"
"And so it is like an active dashboard that they actually do want to push a button to make it happen.","35:02","35:08",0,"Steve Simpson"
"So it's interesting here in this role with an active CFO who's doing this.","35:10","35:16",0,"Steve Simpson"
"That's a good layering for me to remember that potentially there needs to be like a observer experience empowering an advisory firm who's still, you know, needs that other people to do most of it.","35:16","35:32",0,"Steve Simpson"
"They would be doing it in QuickBooks directly, is that correct?","35:32","35:35",0,"Steve Simpson"
"Doing like pay bills.","35:40","35:42",0,"Steve Simpson"
"Like I said, or what Levi said?","35:45","35:47",1,"Matt Yonkman"
"For the most part, most of our clients are using an outsourced payment system like ramp or bill.com or something like that, which is just feeding into QuickBooks as the source of record.","35:47","35:58",1,"Matt Yonkman"
"I'm sure small businesses are using the bill Pay product and QuickBooks and everything, all the bells and whistles.","36:01","36:06",1,"Matt Yonkman"
"But we have better experience with some of the third party tools.","36:06","36:09",1,"Matt Yonkman"
"Yeah, I've heard that Bill is pretty terrible.","36:11","36:13",0,"Steve Simpson"
"Bill pays maybe what the bookkeeper does if they're outsourcing for a client.","36:14","36:21",0,"Steve Simpson"
"And Ramp is really popular.","36:22","36:24",0,"Steve Simpson"
"But I didn't know to what degree.","36:24","36:25",0,"Steve Simpson"
"Most of the size companies you're targeting or I'm targeting need lots of layers of approval.","36:26","36:32",0,"Steve Simpson"
"And whether Ramp was overkill for the Fortune 500, it is exactly super powerful.","36:32","36:40",0,"Steve Simpson"
"But maybe at least the layer I was thinking of if that it might be like an ergonomically attractive solution that most firms want to use for all their clients.","36:40","36:52",0,"Steve Simpson"
"Are you saying that all the tools that you use basically happen based on what the clients are using and you just like absorb it and use it?","36:53","37:01",0,"Steve Simpson"
"No, we pretty actively push clients towards a certain stack like we want them in ramp.","37:04","37:09",1,"Matt Yonkman"
"We've migrated 83% of our clients there now off from Bill, off from these other systems that are pretty archaic now.","37:09","37:18",1,"Matt Yonkman"
"But I could see small businesses not needing that.","37:20","37:23",1,"Matt Yonkman"
"Like nonprofits have more compliance that we need to run through approval systems with audit logs and have all the documentation and user input.","37:23","37:32",1,"Matt Yonkman"
"So I can see in your other scenarios where QuickBooks bill pay or bill pay through the bank might be a more popular option just because that's where they're operating at without those needs for extra approvals and audit logs.","37:32","37:46",1,"Matt Yonkman"
"So when you do advising on like which bills to pay, that's because you've already entered it into Ramp as well.","37:47","37:54",0,"Steve Simpson"
"Yeah.","37:56","37:57",1,"Matt Yonkman"
"So if someone's in a cash crunch, we're usually taking a little different approach where we will change the workflow so that there's an either an extra approval step so the fund can't be automatically released or we change it so that you have to manually select which ones to pay.","37:57","38:18",1,"Matt Yonkman"
"And then at that point we're deciding with the client who should get paid, who should be communicated with, that they're not going to get paid and when.","38:18","38:26",1,"Matt Yonkman"
"But yeah, it's more of a what should we pay?","38:28","38:31",1,"Matt Yonkman"
"And then hold the rest and making that decision with them.","38:31","38:35",1,"Matt Yonkman"
"But we need to have that conversation ahead of time, which is where a forecasting tool is obviously helpful.","38:35","38:40",1,"Matt Yonkman"
"So just to play that through, how would my tool get a read on which bills need to be prioritized if all your bill pay goes into ramp?","38:41","38:50",0,"Steve Simpson"
"Right.","38:53","38:53",0,"Steve Simpson"
"So when a bill goes into ramp, it Syncs immediately to QuickBooks.","38:53","38:58",1,"Matt Yonkman"
"So we'll be sitting in QuickBooks.","38:58","39:00",1,"Matt Yonkman"
"Okay.","39:00","39:01",0,"Steve Simpson"
"Starting to reveal like how much.","39:02","39:04",0,"Steve Simpson"
"I'm not a cpa.","39:04","39:05",0,"Steve Simpson"
"I beside lots of them as a data scientist, analyst and ML person.","39:06","39:12",0,"Steve Simpson"
"So I think in terms of like data.","39:12","39:14",0,"Steve Simpson"
"Data products.","39:14","39:15",0,"Steve Simpson"
"So for me this is like solutioning a data product.","39:16","39:18",0,"Steve Simpson"
"Yeah, a lot of that information is going to feed in pretty real time to QuickBooks.","39:20","39:25",1,"Matt Yonkman"
"That's why, you know, if you have to tap into one system, that's the system for most cases.","39:25","39:30",1,"Matt Yonkman"
"And then in that case of like, hey, this doesn't.","39:32","39:34",0,"Steve Simpson"
"We don't even have the cash.","39:35","39:36",0,"Steve Simpson"
"Would you then put a stop before you even go get approvals or should you wait for cash before you go through or just go ahead and get all the necessary approvals and then sort of put a guardrail threshold until we have sufficient cash this can be finalized?","39:38","39:53",0,"Steve Simpson"
"Yeah, we usually run it through approvals and just put a stop step in there somewhere where someone doesn't approve until we've all decided that is a bill we will pay.","39:55","40:05",1,"Matt Yonkman"
"Or just not manually releasing anything.","40:06","40:09",1,"Matt Yonkman"
"But we'll usually run it through so that when we do want to pay it, like it's ready to go, we don't have to wait a week for someone that's on vacation to approve it or something.","40:10","40:19",1,"Matt Yonkman"
"Weird.","40:19","40:19",0,"Steve Simpson"
"So the tool I pitched would be like the decision tool that would then tell you what to go into ramp and release.","40:21","40:31",0,"Steve Simpson"
"If you know what I pitched is really what you guys need.","40:32","40:36",0,"Steve Simpson"
"Yeah, I think we're looking for.","40:38","40:40",1,"Matt Yonkman"
"Early.","40:43","40:44",0,"Steve Simpson"
"Alert systems that there is a problem on the horizon that funding is not sufficient enough to cover future spend or future spending trends.","40:44","40:53",1,"Matt Yonkman"
"and then next level could be these are the important things that we cannot not spend on.","40:53","41:02",1,"Matt Yonkman"
"Or these are our recurring vendors that we need to keep relationships with.","41:02","41:06",1,"Matt Yonkman"
"Like, I don't know what that step looks like, but it's first identifying there's a problem to begin with.","41:06","41:12",1,"Matt Yonkman"
"Is there this concept in you guys mind that all right, we have let's say $100,000 in the bank and we know that in the next 30, 45 days that we'll be spending need to spend 125 just to keep the numbers round.","41:14","41:33",0,"Steve Simpson"
"And so you go ahead and earmark the indispensably.","41:34","41:38",0,"Steve Simpson"
"We have to say that we've already covered these.","41:38","41:40",0,"Steve Simpson"
"And then sort of as the next layer of cash comes in, then we start to basically prioritizing your AP and already sort of just like kind of gapping current balance versus available balance on.","41:40","41:55",0,"Steve Simpson"
"Thank goodness I have my rent paid for, I have payroll covered and I'm going to pretend like I don't have that money anymore, even though I can wait technically you know, 12 more days to release the funds.","41:56","42:08",0,"Steve Simpson"
"Yeah, like there was a client earlier this year, late last year where we had to go through a process of these are tier one vendors.","42:09","42:17",1,"Matt Yonkman"
"There's a tier two, these are tier three.","42:17","42:19",1,"Matt Yonkman"
"We're gonna pay the tier one.","42:20","42:21",1,"Matt Yonkman"
"Like that's usually payroll.","42:21","42:23",1,"Matt Yonkman"
"Like you gotta keep your people for the most part.","42:23","42:25",1,"Matt Yonkman"
"You can't break your lease.","42:25","42:27",1,"Matt Yonkman"
"Lease might get negotiated but like there's just things you have to pay.","42:28","42:33",1,"Matt Yonkman"
"Then there's tier two.","42:33","42:34",1,"Matt Yonkman"
"These are like our key contractors or key outside vendors that we really want to keep as a long term relationship.","42:34","42:40",1,"Matt Yonkman"
"When we have extra money, let's pay them, let's communicate to them that we're having issues but we want to keep them.","42:40","42:45",1,"Matt Yonkman"
"And then tier three are the ones like sorry, we can't pay you for six months.","42:45","42:49",1,"Matt Yonkman"
"Like we'll come up with a payment plan but kind of compartmentalizing those different ones and then trying to figure out what we need to raise to pay off or what we need to do to make things last until the next payday, next big grant or something.","42:49","43:06",1,"Matt Yonkman"
"Okay.","43:07","43:07",0,"Steve Simpson"
"If you were to modularize or tier this product, we've kind of looked at a spreadsheet that could represent the core original of just like every week, every two weeks.","43:08","43:22",0,"Steve Simpson"
"I mean, I don't know how often you guys do it or think through it given that it sounds like you have a fairly well automated system.","43:22","43:30",0,"Steve Simpson"
"But you know, if you were going to say like core rituals is C100 what's coming in and how much I have in the bank next levels, you know, is it smarter ap?","43:30","43:41",0,"Steve Simpson"
"I guess now I'm trying to think this new gap of being mainly an observer, not an Actor.","43:43","43:47",0,"Steve Simpson"
"And I really thought like, what do you have to build to keep people out of QuickBooks?","43:49","43:53",0,"Steve Simpson"
"So they feel like the QuickBooks for the compliant side of bookkeeping and tax.","43:53","43:59",0,"Steve Simpson"
"And I just need a decision of like they're already working out of a sauna.","43:59","44:03",0,"Steve Simpson"
"I just want more, one more place.","44:03","44:04",0,"Steve Simpson"
"Originally I was thinking this would be a tool for the owners to like, you know, just help me think my cash decisions a little bit smarter than the bank account.","44:05","44:14",0,"Steve Simpson"
"Now thinking from the advisor side, maybe there's more layers.","44:15","44:20",0,"Steve Simpson"
"But like I hadn't really thought about the sports.","44:20","44:27",0,"Steve Simpson"
"The 13 week forecasting that seemed like it's its own special tool.","44:27","44:32",0,"Steve Simpson"
"There's a couple players out there doing that.","44:32","44:34",0,"Steve Simpson"
"You know, that's why I was thinking like you actually just make the bill pay decisions and run the invoices down.","44:36","44:43",0,"Steve Simpson"
"Sorry to be thinking this out loud.","44:43","44:45",0,"Steve Simpson"
"I mean, what would you pay for?","44:48","44:49",0,"Steve Simpson"
"Just more of an observer experience.","44:49","44:51",0,"Steve Simpson"
"It does sound like you can sell.","44:51","44:52",0,"Steve Simpson"
"You're thinking of selling this as an advisory.","44:53","44:55",0,"Steve Simpson"
"So this like a value add perspective.","44:55","44:57",0,"Steve Simpson"
"So I wasn't thinking as much on the advisory side.","44:59","45:01",0,"Steve Simpson"
"More of the outsourced accounting.","45:01","45:04",0,"Steve Simpson"
"Yeah.","45:06","45:07",1,"Matt Yonkman"
"So we operate in this niche of nonprofits where it's not like some guy running a law firm and has billable hours and kind of has a consistent inflow and consistent outflows.","45:07","45:21",1,"Matt Yonkman"
"A non profit might be, hey, we need to go solicit a million dollars this year.","45:22","45:26",1,"Matt Yonkman"
"We're operating at like three months at a time.","45:27","45:30",1,"Matt Yonkman"
"Like that's all the cash reserve we have.","45:30","45:32",1,"Matt Yonkman"
"We have to keep it going.","45:32","45:33",1,"Matt Yonkman"
"It's more important for nonprofits.","45:35","45:37",1,"Matt Yonkman"
"Like every year they got to get a budget approved.","45:37","45:39",1,"Matt Yonkman"
"Every year we're reporting against it.","45:40","45:42",1,"Matt Yonkman"
"People that are uncertain about their future want forecasting.","45:43","45:46",1,"Matt Yonkman"
"So like they want to project.","45:47","45:48",1,"Matt Yonkman"
"Okay, we've got this in staffing.","45:48","45:52",1,"Matt Yonkman"
"We're going to consider doing this program.","45:52","45:55",1,"Matt Yonkman"
"We need to hire one person.","45:55","45:56",1,"Matt Yonkman"
"What does that do to our forecast for the rest of the year?","45:56","45:59",1,"Matt Yonkman"
"So there's like playing with variables as part of the forecasting, but just having a general, a tool that looks at QuickBooks, all the inputs in there, identifies trends for certain vendors that are always $20 a month.","46:00","46:15",1,"Matt Yonkman"
"Like you can push that out, forecast that into the future.","46:15","46:18",1,"Matt Yonkman"
"Payroll is always a trend, puts that into the future and you kind of look ahead to see where you're at.","46:19","46:26",1,"Matt Yonkman"
"But then there's the question of I want to do this.","46:26","46:28",1,"Matt Yonkman"
"How does that affect what we had originally budgeted, which is now the forecast when we're looking ahead like that.","46:28","46:34",1,"Matt Yonkman"
"So, so we're getting involved in a lot more budgeting and forecasting then like the for profit sectors you're looking at because they're like they've got more of a recurring business.","46:35","46:48",1,"Matt Yonkman"
"Mrr.","46:49","46:49",1,"Matt Yonkman"
"Sorry.","46:50","46:51",0,"Steve Simpson"
"This was the tool I was referencing earlier.","46:51","46:54",0,"Steve Simpson"
"I think it's built on top of QuickBooks.","46:56","46:59",0,"Steve Simpson"
"QuickBooks just released their own forecasting module.","46:59","47:03",0,"Steve Simpson"
"It's supposed to be for that competitor to the this in this sense, I don't think there's any sort of actions taken.","47:03","47:10",0,"Steve Simpson"
"It's more like the trend lines, gaps, assumptions, that kind of stuff.","47:10","47:13",0,"Steve Simpson"
"And I think you said you had done Fathom, which I guess is kind of QuickBooks's internal like analytics that they released as its own company.","47:15","47:30",0,"Steve Simpson"
"Is that true?","47:33","47:34",0,"Steve Simpson"
"Not the background like you use this tool for like basic reporting.","47:34","47:38",0,"Steve Simpson"
"Oh, sorry to switch over.","47:39","47:41",0,"Steve Simpson"
"So I haven't seen Float before, but we do have some use with Fathom when we've looked at tools in the past.","47:42","47:51",1,"Matt Yonkman"
"The pieces that are missing is being able to input changes like future scenarios, but also making it easy for clients to do it as well.","47:51","48:02",1,"Matt Yonkman"
"So that's where we usually end up in spreadsheets, walking them through on a spreadsheet, asking them to input manual numbers like on the spreadsheet I shared with you to kind of get us because they have information we don't have about their relationships with their major donors and stuff like that we need to account for, which you can't see in the trends and QuickBooks, which a lot of these tools are not helpful with us for that because we need those chunky pieces that aren't represented in the history.","48:02","48:31",1,"Matt Yonkman"
"Yeah, I can imagine.","48:35","48:36",0,"Steve Simpson"
"The questions I was going to ask is like how are you getting stray invoices or bills into QuickBooks?","48:37","48:45",0,"Steve Simpson"
"But it sounds like yours is even more intense, that it's like all ephemeral, it's all an email.","48:45","48:50",0,"Steve Simpson"
"It's, you know, it's all.","48:50","48:51",0,"Steve Simpson"
"Yeah, well, you have given me so much extra time and I really appreciate it.","48:53","49:00",0,"Steve Simpson"
"I. I don't want to take advantage of it.","49:00","49:03",0,"Steve Simpson"
"But, you know, any parting words of wisdom, you know, to tide me over for the next couple weeks, months.","49:03","49:10",0,"Steve Simpson"
"I'm not sure actually like what kind of cadence you'd like to follow up on, but one, thank you and two, every conversation super instructive.","49:10","49:19",0,"Steve Simpson"
"Yeah, no, I think what you're working on, I don't know what is out there compared to you.","49:21","49:28",1,"Matt Yonkman"
"I didn't know about Float.","49:28","49:30",1,"Matt Yonkman"
"So there's some gaps maybe in our knowledge of tools that are maybe doing some of the things that were looking for, which is helpful, but maybe not solving the same problem.","49:30","49:40",1,"Matt Yonkman"
"So interested to see where you go with this, but yeah, hard for me to say anything more without like a initial kind of mock up of where you end up going between the two the options and CPA sides you have here.","49:40","49:56",1,"Matt Yonkman"
"Yeah, it does sound like there's very two different needs that we're discovering.","49:57","50:01",0,"Steve Simpson"
"I would check out like QuickBooks has supposedly upgraded their cash flow forecasting in response to several apps building on top of Rome and doing fairly well it seems.","50:01","50:13",0,"Steve Simpson"
"But Float also seems to be like top brand around this forecast.","50:13","50:18",0,"Steve Simpson"
"Well Matt, thanks so much man.","50:21","50:23",0,"Steve Simpson"
"Have a great Friday and look forward to talking again sometime soon.","50:23","50:27",0,"Steve Simpson"
"Awesome.","50:28","50:28",1,"Matt Yonkman"
"Thanks Steve.","50:28","50:29",1,"Matt Yonkman"
"Thank you.","50:29","50:30",0,"Steve Simpson"
"Ciao.","50:30","50:30",0,"Steve Simpson"
"By.","50:30","50:31",0,"Steve Simpson"
"","",,,
"meeting created at","3rd Oct, 2025 - 10:00 AM",,,
